higherClassification;order;family;canonicalName;threatStatus
Invertebrados de Água Doce;Odonata;Coenagrionidae;Leptagrion acutum;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Odonata;Coenagrionidae;Leptagrion bocainense;Vulnerável (VU)
Invertebrados de Água Doce;Odonata;Coenagrionidae;Leptagrion capixabae;Vulnerável (VU)
Invertebrados de Água Doce;Odonata;Coenagrionidae;Leptagrion porrectum;Em Perigo (EN)
Invertebrados de Água Doce;Odonata;Coenagrionidae;Leptagrion vriesianum;Vulnerável (VU)
Invertebrados de Água Doce;Odonata;Gomphidae;Phyllocycla bartica;Vulnerável (VU)
Invertebrados de Água Doce;Odonata;Libellulidae;Elasmothemis schubarti;Em Perigo (EN)
Invertebrados de Água Doce;Odonata;Libellulidae;Macrothemis tessellata;Vulnerável (VU)
Invertebrados de Água Doce;Odonata;Libellulidae;Micrathyria borgmeieri;Vulnerável (VU)
Invertebrados de Água Doce;Odonata;Libellulidae;Micrathyria divergens;Vulnerável (VU)
Invertebrados de Água Doce;Odonata;Megapodagrionidae;Heteragrion petiense;Em Perigo (EN)
Invertebrados de Água Doce;Odonata;Pseudostigmatidae;Mecistogaster pronoti;Criticamente em Perigo (CR)(PEX)
Invertebrados Terrestres;Opiliones;Cryptogeobiidae;Spinopilar moria;Criticamente em Perigo (CR)
Invertebrados Terrestres;Opiliones;Escadabiidae;Spaeleoleptes spaeleus;Em Perigo (EN)
Invertebrados Terrestres;Opiliones;Gerdesiidae;Gonycranaus pluto;Vulnerável (VU)
Invertebrados Terrestres;Opiliones;Gonyleptidae;Discocyrtus pedrosoi;Vulnerável (VU)
Invertebrados Terrestres;Opiliones;Gonyleptidae;Eusarcus elinae;Em Perigo (EN)
Invertebrados Terrestres;Opiliones;Gonyleptidae;Giupponia chagasi;Em Perigo (EN)
Invertebrados Terrestres;Opiliones;Gonyleptidae;Iandumoema setimapocu;Vulnerável (VU)
Invertebrados Terrestres;Opiliones;Gonyleptidae;Iandumoema smeagol;Em Perigo (EN)
Invertebrados Terrestres;Opiliones;Gonyleptidae;Iandumoema uai;Criticamente em Perigo (CR)
Invertebrados Terrestres;Opiliones;Gonyleptidae;Pachylospeleus strinatii;Criticamente em Perigo (CR)
Invertebrados Terrestres;Opiliones;Kimulidae;Relictopiolus galadriel;Criticamente em Perigo (CR)
Invertebrados Terrestres;Orthoptera;Phalangopsidae;Endecous apterus;Em Perigo (EN)
Invertebrados Terrestres;Orthoptera;Phalangopsidae;Endecous peruassuensis;Em Perigo (EN)
Invertebrados Marinhos;Ostreoida;Pectinidae;Euvola ziczac;Em Perigo (EN)
Invertebrados Terrestres;Palpigradi;Eukoeneniidae;Eukoenenia cavatica;Criticamente em Perigo (CR)
Invertebrados Terrestres;Palpigradi;Eukoeneniidae;Eukoenenia eywa;Em Perigo (EN)
Invertebrados Terrestres;Palpigradi;Eukoeneniidae;Eukoenenia jequitinhonha;Criticamente em Perigo (CR)
Invertebrados Terrestres;Palpigradi;Eukoeneniidae;Eukoenenia maquinensis;Vulnerável (VU)
Invertebrados Terrestres;Palpigradi;Eukoeneniidae;Eukoenenia navi;Criticamente em Perigo (CR)
Invertebrados Terrestres;Palpigradi;Eukoeneniidae;Eukoenenia neytiri;Em Perigo (EN)
Invertebrados Terrestres;Palpigradi;Eukoeneniidae;Eukoenenia potiguar;Vulnerável (VU)
Invertebrados Terrestres;Palpigradi;Eukoeneniidae;Eukoenenia sagarana;Criticamente em Perigo (CR)
Invertebrados Terrestres;Palpigradi;Eukoeneniidae;Eukoenenia spelunca;Criticamente em Perigo (CR)
Invertebrados Terrestres;Palpigradi;Eukoeneniidae;Eukoenenia virgemdalapa;Criticamente em Perigo (CR)
Invertebrados Terrestres;Palpigradi;Eukoeneniidae;Leptokoenenia pelada;Criticamente em Perigo (CR)
Invertebrados Terrestres;Palpigradi;Eukoeneniidae;Leptokoenenia thalassophobica;Em Perigo (EN)
Invertebrados Marinhos;Paxillosida;Astropectinidae;Astropecten articulatus;Vulnerável (VU)
Invertebrados Marinhos;Paxillosida;Astropectinidae;Astropecten brasiliensis;Vulnerável (VU)
Invertebrados Marinhos;Paxillosida;Astropectinidae;Astropecten marginatus;Vulnerável (VU)
Invertebrados Marinhos;Paxillosida;Luidiidae;Luidia senegalensis;Vulnerável (VU)
Invertebrados Terrestres;Poduromorpha;Brachystomellidae;Maricaella duna;Criticamente em Perigo (CR)
Invertebrados Terrestres;Poduromorpha;Hypogastruridae;Acherontides eleonorae;Vulnerável (VU)
Invertebrados Terrestres;Poduromorpha;Neanuridae;Aethiopella littoralis;Criticamente em Perigo (CR)
Invertebrados Terrestres;Poduromorpha;Neanuridae;Arlesia intermedia;Criticamente em Perigo (CR)
Invertebrados Terrestres;Poduromorpha;Neanuridae;Hyleanura mendoncae;Vulnerável (VU)
Invertebrados Terrestres;Poduromorpha;Neanuridae;Micranurida fluminensis;Criticamente em Perigo (CR)
Invertebrados Terrestres;Poduromorpha;Onychiuridae;Agraphorura mariapetrae;Criticamente em Perigo (CR)
Invertebrados Terrestres;Poduromorpha;Tullbergiidae;Mesaphorura maricaensis;Criticamente em Perigo (CR)
Invertebrados Marinhos;Poecilosclerida;Latrunculiidae;Latrunculia janeirensis;Vulnerável (VU)
Invertebrados Terrestres;Polydesmida;Chelodesmidae;Dioplosternus salvatrix;Vulnerável (VU)
Invertebrados Terrestres;Polydesmida;Chelodesmidae;Leodesmus yporangae;Em Perigo (EN)
Invertebrados Terrestres;Polydesmida;Chelodesmidae;Odontopeltis giganteus;Vulnerável (VU)
Invertebrados Terrestres;Polydesmida;Chelodesmidae;Sandalodesmus stramineus;Vulnerável (VU)
Invertebrados Terrestres;Polydesmida;Cryptodesmidae;Peridontodesmella alba;Vulnerável (VU)
Invertebrados Terrestres;Polydesmida;Dobrodesmidae;Dobrodesmus mirabilis;Criticamente em Perigo (CR)
Invertebrados Terrestres;Polydesmida;Pyrgodesmidae;Yporangiella stygius;Dados Insuficientes (DD)
Invertebrados Terrestres;Pseudoscorpiones;Bochicidae;Spelaeobochica allodentatus;Em Perigo (EN)
Invertebrados Terrestres;Pseudoscorpiones;Bochicidae;Spelaeobochica iuiu;Em Perigo (EN)
Invertebrados Terrestres;Pseudoscorpiones;Bochicidae;Spelaeobochica muchmorei;Criticamente em Perigo (CR)
Invertebrados Terrestres;Pseudoscorpiones;Chernetidae;Maxchernes iporangae;Criticamente em Perigo (CR)
Invertebrados Terrestres;Pseudoscorpiones;Chernetidae;Spelaeochernes gracilipalpus;Em Perigo (EN)
Invertebrados Terrestres;Pseudoscorpiones;Chthoniidae;Pseudochthonius biseriatus;Em Perigo (EN)
Invertebrados Terrestres;Pseudoscorpiones;Ideoroncidae;Ideoroncus cavicola;Em Perigo (EN)
Invertebrados Terrestres;Pseudoscorpiones;Olpiidae;Progarypus nigrimanus;Criticamente em Perigo (CR)
Invertebrados Terrestres;Pulmonata;Bulimulidae;Thaumastus lundi;Criticamente em Perigo (CR)
Invertebrados Terrestres;Pulmonata;Lymnaeidae;Lymnaea rupestris;Vulnerável (VU)
Invertebrados Terrestres;Pulmonata;Odontostomidae;Macrodontes dautzenbergianus;Vulnerável (VU)
Invertebrados Terrestres;Pulmonata;Physidae;Physa marmorata;Vulnerável (VU)
Invertebrados Terrestres;Pulmonata;Planorbidae;Plesiophysa dolichomastix;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Pulmonata;Streptaxidae;Hypselartemon alveus;Vulnerável (VU)
Invertebrados Terrestres;Pulmonata;Succineidae;Succinea lopesi;Em Perigo (EN)
Invertebrados Terrestres;Schizomida;Hubbardiidae;Rowlandius ubajara;Criticamente em Perigo (CR)
Invertebrados Marinhos;Scleractinia;Mussidae;Mussismilia braziliensis;Vulnerável (VU)
Invertebrados Marinhos;Scleractinia;Mussidae;Mussismilia harttii;Em Perigo (EN)
Invertebrados Terrestres;Scolopendromorpha;Cryptopidae;Cryptops iporangensis;Em Perigo (EN)
Invertebrados Terrestres;Scolopendromorpha;Cryptopidae;Cryptops spelaeoraptor;Criticamente em Perigo (CR)
Invertebrados Terrestres;Scolopendromorpha;Scolopendridae;Scolopendropsis duplicata;Criticamente em Perigo (CR)
Invertebrados Terrestres;Scolopendromorpha;Scolopocryptopidae;Newportia potiguar;Vulnerável (VU)
Invertebrados Terrestres;Scolopendromorpha;Scolopocryptopidae;Newportia spelaea;Criticamente em Perigo (CR)
Invertebrados Terrestres;Scolopendromorpha;Scolopocryptopidae;Scolopocryptops troglocaudatus;Em Perigo (EN)
Invertebrados Terrestres;Scorpiones;Buthidae;Ananteris infuscata;Em Perigo (EN)
Invertebrados Terrestres;Scorpiones;Buthidae;Troglorhopalurus lacrau;Dados Insuficientes (DD)
Invertebrados Terrestres;Scorpiones;Buthidae;Troglorhopalurus translucidus;Em Perigo (EN)
Invertebrados Terrestres;Scorpiones;Chactidae;Hadrurochactas araripe;Criticamente em Perigo (CR)
Invertebrados Terrestres;Scorpiones;Chactidae;Hadrurochactas brejo;Criticamente em Perigo (CR)
Invertebrados Terrestres;Spirostreptida;Pseudonannolenidae;Pseudonannolene lundi;Criticamente em Perigo (CR)
Invertebrados Terrestres;Spirostreptida;Spirostreptidae;Pseudonannolene ambuatinga;Em Perigo (EN)
Invertebrados Terrestres;Spirostreptida;Spirostreptidae;Pseudonannolene gogo;Vulnerável (VU)
Invertebrados Terrestres;Spirostreptida;Spirostreptidae;Pseudonannolene imbirensis;Em Perigo (EN)
Invertebrados Terrestres;Spirostreptida;Spirostreptidae;Pseudonannolene spelaea;Criticamente em Perigo (CR)
Invertebrados Terrestres;Spirostreptida;Spirostreptidae;Pseudonannolene tocaiensis;Criticamente em Perigo (CR)
Invertebrados Terrestres;Spongillida;Metaniidae;Corvomeyenia epilithosa;Vulnerável (VU)
Invertebrados de Água Doce;Spongillida;Spongillidae;Racekiela cavernicola;Vulnerável (VU)
Invertebrados Terrestres;Stylommatophora;Bulimulidae;Tomigerus gibberulus;Em Perigo (EN)
Invertebrados Terrestres;Stylommatophora;Megalobulimidae;Megalobulimus cardosoi;Criticamente em Perigo (CR)
Invertebrados Terrestres;Stylommatophora;Strophocheilidae;Gonyostomus insularis;Em Perigo (EN)
Invertebrados Marinhos;Suberitida;Halichondriidae;Halichondria cebimarensis;Vulnerável (VU)
Invertebrados Marinhos;Suberitida;Halichondriidae;Halichondria tenebrica;Vulnerável (VU)
Invertebrados Terrestres;Symphypleona;Arrhopalitidae;Arrhopalites alambariensis;Vulnerável (VU)
Invertebrados Terrestres;Symphypleona;Arrhopalitidae;Arrhopalites botuveraensis;Vulnerável (VU)
Invertebrados Terrestres;Symphypleona;Arrhopalitidae;Arrhopalites gnaspinii;Criticamente em Perigo (CR)
Invertebrados Terrestres;Symphypleona;Arrhopalitidae;Arrhopalites heteroculatus;Vulnerável (VU)
Invertebrados Terrestres;Symphypleona;Arrhopalitidae;Arrhopalites lawrencei;Vulnerável (VU)
Invertebrados Terrestres;Symphypleona;Arrhopalitidae;Arrhopalites paranaensis;Criticamente em Perigo (CR)
Invertebrados Marinhos;Terebratulida;Bouchardiidae;Bouchardia rosea;Em Perigo (EN)
Invertebrados de Água Doce;Tricladida;Dimarcusidae;Hausera hauseri;Vulnerável (VU)
Invertebrados de Água Doce;Tricladida;Dugesiidae;Girardia arenicola;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Tricladida;Dugesiidae;Girardia desiderensis;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Tricladida;Dugesiidae;Girardia multidiverticulata;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Tricladida;Dugesiidae;Girardia paucipuntacta;Criticamente em Perigo (CR)
Invertebrados de Água Doce;Tricladida;Uteriporidae;Sluysia triapertura;Criticamente em Perigo (CR)
Invertebrados Terrestres;Unionoida;Hyriidae;Diplodon koseritzi;Em Perigo (EN)
Invertebrados Terrestres;Unionoida;Mycetopodidae;Mycetopoda legumen;Em Perigo (EN)
Invertebrados Marinhos;Valvatida;Ophidiasteridae;Linckia guildingi;Vulnerável (VU)
Invertebrados Marinhos;Valvatida;Oreasteridae;Oreaster reticulatus;Vulnerável (VU)
Invertebrados Terrestres;Zygentoma;Nicoletiidae;Cubacubana spelaea;Vulnerável (VU)
Invertebrados de Água Doce;Zygoptera;Coenagrionidae;Aceratobasis cornicauda;Vulnerável (VU)
Invertebrados de Água Doce;Zygoptera;Coenagrionidae;Aceratobasis mourei;Em Perigo (EN)
Invertebrados de Água Doce;Zygoptera;Coenagrionidae;Fluminagrion taxaense;Criticamente em Perigo (CR)(PEX)
Peixes Continentais;Atheriniformes;Atherinopsidae;Odontesthes bicudo;Em Perigo (EN)
Peixes Continentais;Batrachoidiformes;Batrachoididae;Potamobatrachus trispinosus;Dados Insuficientes (DD)
Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus acronotus;Vulnerável (VU)
Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus brevipinna;Vulnerável (VU)
Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus falciformis;Criticamente em Perigo (CR)
Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus galapagensis;Criticamente em Perigo (CR)
Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus isodon;Dados Insuficientes (DD)
Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus leucas;Vulnerável (VU)
Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus longimanus;Vulnerável (VU)
Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus obscurus;Em Perigo (EN)
Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus perezi;Vulnerável (VU)
Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus plumbeus;Criticamente em Perigo (CR)
Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus porosus;Criticamente em Perigo (CR)
Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Carcharhinus signatus;Em Perigo (EN)
Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Isogomphodon oxyrhynchus;Criticamente em Perigo (CR)
Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Negaprion brevirostris;Em Perigo (EN)
Peixes Marinhos;Carcharhiniformes;Carcharhinidae;Prionace glauca;Vulnerável (VU)
Peixes Marinhos;Carcharhiniformes;Scyliorhinidae;Schroederichthys bivius;Menos Preocupante (LC)
Peixes Marinhos;Carcharhiniformes;Sphyrnidae;Sphyrna lewini;Criticamente em Perigo (CR)
Peixes Marinhos;Carcharhiniformes;Sphyrnidae;Sphyrna media;Criticamente em Perigo (CR)
Peixes Marinhos;Carcharhiniformes;Sphyrnidae;Sphyrna mokarran;Criticamente em Perigo (CR)
Peixes Marinhos;Carcharhiniformes;Sphyrnidae;Sphyrna tiburo;Criticamente em Perigo (CR)
Peixes Marinhos;Carcharhiniformes;Sphyrnidae;Sphyrna tudes;Criticamente em Perigo (CR)
Peixes Marinhos;Carcharhiniformes;Sphyrnidae;Sphyrna zygaena;Criticamente em Perigo (CR)
Peixes Marinhos;Carcharhiniformes;Triakidae;Galeorhinus galeus;Criticamente em Perigo (CR)
Peixes Marinhos;Carcharhiniformes;Triakidae;Mustelus canis;Em Perigo (EN)
Peixes Marinhos;Carcharhiniformes;Triakidae;Mustelus fasciatus;Criticamente em Perigo (CR)
Peixes Marinhos;Carcharhiniformes;Triakidae;Mustelus schmitti;Criticamente em Perigo (CR)
Peixes Continentais;Characiformes;Anostomidae;Hypomasticus thayeri;Vulnerável (VU)
Peixes Continentais;Characiformes;Anostomidae;Leporinus guttatus;Vulnerável (VU)
Peixes Continentais;Characiformes;Anostomidae;Leporinus pitingai;Criticamente em Perigo (CR)
Peixes Continentais;Characiformes;Anostomidae;Sartor tucuruiense;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Aphyocheirodon hemigrammus;Menos Preocupante (LC)
Peixes Continentais;Characiformes;Characidae;Astyanax eremus;Criticamente em Perigo (CR)
Peixes Continentais;Characiformes;Characidae;Astyanax jordanensis;Menos Preocupante (LC)
Peixes Continentais;Characiformes;Characidae;Brycon devillei;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Brycon gouldingi;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Brycon insignis;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Brycon nattereri;Menos Preocupante (LC)
Peixes Continentais;Characiformes;Characidae;Brycon opalinus;Vulnerável (VU)
Peixes Continentais;Characiformes;Characidae;Brycon orbignyanus;Criticamente em Perigo (CR)
Peixes Continentais;Characiformes;Characidae;Brycon vermelha;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Bryconamericus lambari;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Coptobrycon bilineatus;Menos Preocupante (LC)
Peixes Continentais;Characiformes;Characidae;Creagrutus varii;Menos Preocupante (LC)
Peixes Continentais;Characiformes;Characidae;Diapoma pyrrhopteryx;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Glandulocauda caerulea;Quase Ameaçada (NT)
Peixes Continentais;Characiformes;Characidae;Hasemania crenuchoides;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Hasemania maxillaris;Criticamente em Perigo (CR)(PEX)
Peixes Continentais;Characiformes;Characidae;Hasemania melanura;Criticamente em Perigo (CR)(PEX)
Peixes Continentais;Characiformes;Characidae;Hasemania piatan;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Hasemania uberaba;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Henochilus wheatlandii;Criticamente em Perigo (CR)
Peixes Continentais;Characiformes;Characidae;Hollandichthys taramandahy;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Hyphessobrycon coelestinus;Quase Ameaçada (NT)
Peixes Continentais;Characiformes;Characidae;Hyphessobrycon duragenys;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Hyphessobrycon flammeus;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Hyphessobrycon taurocephalus;Criticamente em Perigo (CR)(PEX)
Peixes Continentais;Characiformes;Characidae;Kolpotocheirodon figueiredoi;Criticamente em Perigo (CR)
Peixes Continentais;Characiformes;Characidae;Kolpotocheirodon theloura;Quase Ameaçada (NT)
Peixes Continentais;Characiformes;Characidae;Lepidocharax diamantina;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Lophiobrycon weitzmani;Quase Ameaçada (NT)
Peixes Continentais;Characiformes;Characidae;Mimagoniates lateralis;Vulnerável (VU)
Peixes Continentais;Characiformes;Characidae;Mimagoniates sylvicola;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Ossubtus xinguense;Vulnerável (VU)
Peixes Continentais;Characiformes;Characidae;Psalidodon gymnogenys;Menos Preocupante (LC)
Peixes Continentais;Characiformes;Characidae;Rachoviscus crassiceps;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Rachoviscus graciliceps;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Rhinopetitia potamorhachia;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Spintherobolus ankoseion;Vulnerável (VU)
Peixes Continentais;Characiformes;Characidae;Spintherobolus broccae;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Spintherobolus leptoura;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Spintherobolus papilliferus;Em Perigo (EN)
Peixes Continentais;Characiformes;Characidae;Stygichthys typhlops;Em Perigo (EN)
Peixes Continentais;Characiformes;Crenuchidae;Characidium grajahuensis;Criticamente em Perigo (CR)
Peixes Continentais;Characiformes;Crenuchidae;Characidium heirmostigmata;Menos Preocupante (LC)
Peixes Continentais;Characiformes;Crenuchidae;Characidium oiticicai;Quase Ameaçada (NT)
Peixes Continentais;Characiformes;Crenuchidae;Characidium vestigipinne;Criticamente em Perigo (CR)
Peixes Continentais;Characiformes;Crenuchidae;Melanocharacidium nigrum;Em Perigo (EN)
Peixes Continentais;Characiformes;Cynodontidae;Roestes itupiranga;Vulnerável (VU)
Peixes Continentais;Characiformes;Lebiasinidae;Lebiasina marilynae;Vulnerável (VU)
Peixes Continentais;Characiformes;Lebiasinidae;Lebiasina melanoguttata;Vulnerável (VU)
Peixes Continentais;Characiformes;Lebiasinidae;Lebiasina minuta;Vulnerável (VU)
Peixes Continentais;Characiformes;Parodontidae;Apareiodon davisi;Em Perigo (EN)
Peixes Continentais;Characiformes;Parodontidae;Apareiodon vladii;Menos Preocupante (LC)
Peixes Continentais;Characiformes;Prochilodontidae;Prochilodus britskii;Em Perigo (EN)
Peixes Continentais;Characiformes;Prochilodontidae;Prochilodus vimboides;Vulnerável (VU)
Peixes Continentais;Characiformes;Serrasalmidae;Mylesinus paucisquamatus;Em Perigo (EN)
Peixes Continentais;Characiformes;Serrasalmidae;Myloplus tiete;Em Perigo (EN)
Peixes Continentais;Cyprinodontiformes;Anablepidae;Jenynsia diphyes;Quase Ameaçada (NT)
Peixes Continentais;Cyprinodontiformes;Anablepidae;Jenynsia sanctaecatarinae;Em Perigo (EN)
Peixes Continentais;Cyprinodontiformes;Poeciliidae;Cnesterodon carnegiei;Vulnerável (VU)
Peixes Continentais;Cyprinodontiformes;Poeciliidae;Cnesterodon hypselurus;Menos Preocupante (LC)
Peixes Continentais;Cyprinodontiformes;Poeciliidae;Cnesterodon iguape;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Poeciliidae;Cnesterodon omorgmatos;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Poeciliidae;Pamphorichthys pertapeh;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Poeciliidae;Phalloptychus eigenmanni;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Poeciliidae;Phallotorynus fasciolatus;Criticamente em Perigo (CR)(PEX)
Peixes Continentais;Cyprinodontiformes;Poeciliidae;Phallotorynus jucundus;Quase Ameaçada (NT)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Anablepsoides cearensis;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Atlantirivulus lazzarotoi;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Atlantirivulus maricensis;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Atlantirivulus nudiventris;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Atlantirivulus simplicis;Em Perigo (EN)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias adloffi;Em Perigo (EN)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias alexandri;Em Perigo (EN)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias arachan;Vulnerável (VU)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias araucarianus;Vulnerável (VU)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias bagual;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias camaquensis;Em Perigo (EN)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias carvalhoi;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias charrua;Quase Ameaçada (NT)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias cheradophilus;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias cinereus;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias cyaneus;Em Perigo (EN)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias ephemerus;Em Perigo (EN)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias ibicuiensis;Em Perigo (EN)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias jaegari;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias juanlangi;Quase Ameaçada (NT)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias litzi;Vulnerável (VU)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias luteoflammulatus;Quase Ameaçada (NT)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias melanoorus;Quase Ameaçada (NT)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias minuano;Quase Ameaçada (NT)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias nachtigalli;Vulnerável (VU)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias nigrofasciatus;Em Perigo (EN)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias paucisquama;Vulnerável (VU)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias pelotapes;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias periodicus;Menos Preocupante (LC)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias pongondo;Em Perigo (EN)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias prognathus;Quase Ameaçada (NT)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias quirogai;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias univentripinnis;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias varzeae;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Austrolebias wolterstorffi;Quase Ameaçada (NT)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Campellolebias brucei;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Campellolebias chrysolineatus;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Campellolebias dorsimaculatus;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Campellolebias intermedius;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynolebias akroa;Vulnerável (VU)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynolebias elegans;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynolebias gorutuba;Em Perigo (EN)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynolebias griseus;Em Perigo (EN)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynolebias leptocephalus;Em Perigo (EN)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynolebias parnaibensis;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynopoecilus feltrini;Vulnerável (VU)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynopoecilus fulgens;Quase Ameaçada (NT)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynopoecilus intimus;Vulnerável (VU)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Cynopoecilus multipapillatus;Vulnerável (VU)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias adornatus;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias alternatus;Em Perigo (EN)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias auratus;Criticamente em Perigo (CR)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias brunoi;Vulnerável (VU)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias carlettoi;Em Perigo (EN)
Peixes Continentais;Cyprinodontiformes;Rivulidae;Hypsolebias delucai;Vulnerável (VU)
